id,year,jday,min,tp_sfc,humid,press,rain,ws10_avg,ws10_std,wd10_avg,wd10_std
,,,,°C,%,mb,mm,m/s,m/s,deg,deg
,,,,tmo_aspira,hgr_aspira,bar_atmosf,plv_tipbuk,anm_sonico,anm_sonico,anm_sonico,anm_sonico
110,2012,92,0,22.42,70.2,906.58,0.0,2.1599,0.15338872188006522,220.25,1.4353354234386393
110,2012,92,10,22.15,71.5,906.82,0.0,1.5510000000000002,0.26026738387879317,193.25,1.5299251978809654
110,2012,92,20,22.28,69.94,906.96,0.0,1.5536,0.2288183170601126,183.14999999999998,2.2023129255903258
110,2012,92,30,22.23,72.1,907.26,0.0,1.4822,0.15034168491214353,178.35,1.54042165944552
110,2012,92,40,21.9,74.0,907.45,0.0,1.4539,0.22998717355539633,175.3,3.1531226145239293
110,2012,92,50,21.62,74.7,907.51,0.0,1.7069999999999996,0.4409444409446614,170.25,3.9331300794942203
110,2012,92,60,21.47,74.7,907.57,0.0,1.8135999999999999,0.31396751424311403,181.95,2.6803772537130337
110,2012,92,70,21.33,74.6,907.45,0.0,1.9459,0.29949715264830895,185.6,1.5060120259221779
110,2012,92,80,21.28,73.7,907.34,0.0,1.5978,0.2803068953050486,169.4,1.2443405214543701
110,2012,92,90,21.05,73.6,907.35,0.0,1.3479999999999999,0.22844790312989185,168.8,2.9212937183530325
110,2012,92,100,21.05,74.3,907.35,0.0,1.3423,0.22692389815873407,162.85,2.2515071495432664
110,2012,92,110,20.75,74.2,907.35,0.0,1.5620999999999998,0.2128298485749695,165.85,2.640167503103628
110,2012,92,120,20.69,72.9,907.23,0.0,1.3026,0.175822005954254,163.4,1.8569856099484332
110,2012,92,130,20.74,73.5,907.17,0.0,1.0477,0.12935313422307682,150.75,1.9949703423025278
110,2012,92,140,20.77,72.7,907.11,0.0,1.1957999999999998,0.1474146080504463,156.0,2.0490325630512674
110,2012,92,150,20.86,72.6,907.0,0.0,1.2342,0.17035961962859625,160.89999999999998,2.0561617424490493
110,2012,92,160,20.87,72.2,907.01,0.0,1.1662,0.14877559537026827,160.95,1.9327125440110795
110,2012,92,170,20.74,73.2,906.89,0.0,1.1989999999999998,0.14111697275664611,159.45,1.2964721362219858
110,2012,92,180,20.56,73.5,906.71,0.0,1.2651999999999999,0.12070238881922217,157.0,1.3729741641981306
110,2012,92,190,20.33,74.1,906.47,0.0,1.2812000000000001,0.15364374377110182,166.2,1.868112071346661
110,2012,92,200,20.32,71.6,906.22,0.0,1.2361,0.10838045129183682,171.15,1.1020888449767663
110,2012,92,210,20.28,69.33,906.05,0.0,0.9565999999999999,0.08892468723588516,177.25,1.6572768192295324
110,2012,92,220,20.46,67.83,906.11,0.0,1.0263000000000002,0.22243503421099026,182.14999999999998,2.4894864798454583
110,2012,92,230,20.73,64.6,905.87,0.0,0.9109,0.1870023469846777,181.85,2.5451112964094738
110,2012,92,240,20.96,62.07,905.87,0.0,1.1355,0.1028928784923643,179.05,1.7199552998067518
110,2012,92,250,20.94,61.7,905.93,0.0,1.1553,0.09644347797774845,183.05,2.074945463808092
110,2012,92,260,20.99,61.07,905.82,0.0,1.251,0.10895564846915158,175.7,1.1644061194922972
110,2012,92,270,20.76,62.27,905.76,0.0,1.3039,0.11066109423721492,168.45,1.1849273067248562
110,2012,92,280,20.42,64.71,905.76,0.0,1.3386,0.09431884458815448,165.3,2.342297058682163
110,2012,92,290,20.34,65.63,905.7,0.0,1.4090999999999998,0.13978193334222022,167.8,1.4003269459506797
110,2012,92,300,20.34,66.07,905.65,0.0,1.5376,0.2818688426279933,171.0,1.5776948726262348
110,2012,92,310,20.34,67.53,905.77,0.0,1.5661,0.1826864040431642,166.5,1.5571783598690434
110,2012,92,320,19.91,70.6,905.65,0.0,1.4972,0.17473713591182233,170.25,2.3006928908000255
110,2012,92,330,19.7,72.1,905.66,0.0,1.4879,0.23822979102818637,174.64999999999998,1.850339791617865
110,2012,92,340,19.62,72.1,905.42,0.0,1.4196000000000002,0.13893499679106533,168.95,1.9218535613077055
110,2012,92,350,19.52,72.2,905.3,0.0,1.0812,0.1857966630486134,162.89999999999998,1.7250407402596486
110,2012,92,360,19.5,73.8,905.3,0.0,1.2047999999999999,0.12534379388971217,171.85000000000002,2.1653903933368586
110,2012,92,370,19.49,73.7,905.37,0.0,1.4344999999999997,0.2062615653323064,166.3,2.2167603990207576
110,2012,92,380,19.45,74.5,905.37,0.0,1.6781,0.18833743358368482,173.45,2.1187270811608663
110,2012,92,390,19.3,74.7,905.31,0.0,1.3392,0.18780060347790858,170.35,2.0880370899217495
110,2012,92,400,19.11,76.3,905.18,0.0,1.2357,0.1433279456351761,159.3,1.7839983183848573
110,2012,92,410,18.93,77.7,905.12,0.0,1.0751000000000002,0.1322257749289281,155.0,1.6902494884878185
110,2012,92,420,18.76,78.9,905.13,0.0,1.3539999999999999,0.1550906544931419,169.8,1.4016135503213587
110,2012,92,430,18.76,79.2,904.89,0.0,1.3469999999999998,0.18217451950137142,174.25,1.942370933793143
110,2012,92,440,18.85,79.6,904.96,0.0,1.3284999999999996,0.14795588681916125,178.35,1.2029196010817458
110,2012,92,450,18.78,80.5,905.02,0.0,1.2782,0.11019054204220771,173.35,1.3884097377935671
110,2012,92,460,18.81,81.2,905.02,0.0,1.0574999999999999,0.15753535758327045,169.05,1.1105999379714653
110,2012,92,470,18.75,82.2,905.03,0.0,1.0780999999999998,0.09710298084450801,165.65,1.3044811654873025
110,2012,92,480,18.96,82.2,905.15,0.0,0.9214,0.21336676821327588,158.4,5.337209529957267
110,2012,92,490,18.93,82.2,905.15,0.0,0.9593,0.14379464524105198,180.15,1.497944402617578
