id,year,jday,min,tp_sfc,humid,press,rain,ws10_avg,ws10_std,wd10_avg,wd10_std
,,,,°C,%,mb,mm,m/s,m/s,deg,deg
,,,,tmo_aspira,hgr_aspira,bar_atmosf,plv_tipbuk,anm_sonico,anm_sonico,anm_sonico,anm_sonico
110,2012,153,0,18.87,79.0,907.85,0.0,0.42460000000000003,0.4251018701440868,199.85,18.324994712444287
110,2012,153,10,19.1,77.0,907.86,0.0,0.7772,0.2317320291486124,189.14999999999998,2.9094821398699495
110,2012,153,20,20.68,69.63,907.98,0.0,0.43570000000000003,0.1861367776663172,210.25,4.115601211649803
110,2012,153,30,19.79,73.3,907.99,0.0,0.5427,0.28772828617754403,196.3,10.263090741422229
110,2012,153,40,19.94,75.3,908.06,0.0,0.6288,0.09341520218893706,117.65,2.379957431925575
110,2012,153,50,19.08,77.6,908.0,0.0,0.6692,0.2708758633273429,203.7,1.8856365385607998
110,2012,153,60,20.29,69.06,908.01,0.0,0.39990000000000003,0.19871389259714858,48.365,11.85987868778129
110,2012,153,70,18.92,79.6,908.02,0.0,0.6444,0.27540644711246526,129.05,1.2491223096416317
110,2012,153,80,19.06,81.1,908.03,0.0,0.5957,0.18400546489469027,154.8,1.5945900204545786
110,2012,153,90,19.16,79.1,907.91,0.0,0.0177,0.0974246717554987,201.0,1.9087631713872848
110,2012,153,100,19.07,80.8,907.91,0.0,0.1749,0.1696502611583935,9.915,4.840795852841647
110,2012,153,110,18.74,83.2,907.91,0.0,0.04019999999999999,0.13585433375494504,100.57499999999999,6.578656941622322
110,2012,153,120,18.76,83.1,907.85,0.0,0.199,0.19912977343096303,221.8,2.123591478290179
110,2012,153,130,18.86,81.7,907.91,0.0,0.044300000000000006,0.1060000524108885,100.69999999999999,18.66129648973452
110,2012,153,140,18.7,82.0,907.98,0.0,0.1476,0.07172044493881936,85.69999999999999,2.3714425145889577
110,2012,153,150,18.78,81.3,907.93,0.0,0.7477,0.13584063375064834,156.9,1.3637542137627128
110,2012,153,160,19.29,77.5,907.99,0.0,0.9047000000000001,0.1918217054106929,187.45,1.9181505705004265
110,2012,153,170,19.92,73.4,907.88,0.0,1.1519000000000001,0.08179031455836049,189.25,1.3981802299973909
110,2012,153,180,21.09,65.64,907.82,0.0,1.2947000000000002,0.05105128140735868,178.25,0.9515473305213056
110,2012,153,190,21.17,64.96,907.82,0.0,1.1915,0.11578164314298223,178.7,2.182015846770036
110,2012,153,200,21.14,66.43,907.82,0.0,1.2223000000000002,0.14564038664540213,177.5,2.227756472328158
110,2012,153,210,20.2,71.2,907.88,0.0,1.6118000000000001,0.1730611966264471,203.8,1.0916632620812052
110,2012,153,220,20.23,71.6,907.7,0.0,1.6510000000000002,0.16716126611415963,209.0,0.9778936604309851
110,2012,153,230,19.82,74.3,907.64,0.0,1.6916999999999998,0.1421361241126892,211.85000000000002,1.1387006435211826
110,2012,153,240,20.12,72.7,907.58,0.0,1.4819,0.19806365419003838,204.7,0.7640439487068496
110,2012,153,250,20.23,72.1,907.52,0.0,0.8930999999999999,0.20112099730151403,196.60000000000002,2.06355723340923
110,2012,153,260,20.02,72.8,907.53,0.0,0.9532,0.2404656593639377,200.75,2.90484012946974
110,2012,153,270,20.0,72.0,907.47,0.0,0.9238999999999999,0.2726766298098252,198.7,2.021307013900769
110,2012,153,280,20.15,71.5,907.47,0.0,0.6482000000000001,0.260923488146749,129.1,7.627009101432444
110,2012,153,290,18.06,81.7,907.41,0.0,0.8913,0.27393269651909435,125.1,3.38638245034432
110,2012,153,300,17.47,86.5,907.35,0.0,0.6602,0.10128485682579717,164.95,1.5851470313857674
110,2012,153,310,17.5,84.6,907.35,0.0,0.2273,0.24422805826613053,32.195,7.714466638148817
110,2012,153,320,17.24,87.7,907.29,0.0,-0.05700000000000001,0.0,29.585,7.907356420869535
110,2012,153,330,16.93,87.9,907.23,0.0,-0.0508,0.019606121493043954,337.35,5.9179809845363085
110,2012,153,340,16.73,88.2,907.11,0.0,0.043100000000000006,0.06306161008622177,62.35,3.8272836741247986
110,2012,153,350,16.65,89.2,906.99,0.0,0.3145,0.1286884696552967,47.129999999999995,3.039216691846766
110,2012,153,360,16.6,89.8,906.93,0.0,0.1786,0.12370322909645037,85.1,2.6276683369270346
110,2012,153,370,16.43,90.7,906.87,0.0,0.7956000000000001,0.17605756634313297,144.5,1.1092069689647646
110,2012,153,380,16.55,91.5,906.88,0.0,0.3241000000000001,0.26665477056798875,182.65,2.0849025583412235
110,2012,153,390,16.57,91.2,906.89,0.0,-0.008899999999999996,0.06787644002974161,20.85,9.132234087742898
110,2012,153,400,16.42,91.4,906.83,0.0,-0.023999999999999997,0.06279242700269586,53.92,7.511071937849854
110,2012,153,410,16.22,91.6,906.89,0.0,-0.05539999999999999,0.0005163977794943197,313.0,0.03299848481370016
110,2012,153,420,16.27,91.7,906.9,0.0,-0.0386,0.041320428092866825,312.3,15.515751139836361
110,2012,153,430,16.21,92.1,907.02,0.0,0.2954,0.11843723138345381,133.7,2.9760646274344698
110,2012,153,440,16.29,91.9,907.03,0.0,0.7023999999999999,0.12134267363316355,138.15,0.8012920469120135
110,2012,153,450,16.24,90.3,907.15,0.0,0.8054,0.06586889334967688,176.85,1.2921105215886137
110,2012,153,460,16.98,87.2,907.16,0.0,0.4535,0.28190394345119285,178.85000000000002,6.604058601429208
110,2012,153,470,16.82,82.7,907.28,0.0,0.0631,0.09834344580770664,104.05000000000001,8.4196430407312
110,2012,153,480,15.85,88.2,907.41,0.0,0.9096999999999997,0.19852402597390795,147.14999999999998,2.029324091087145
