id,timestamp,year,jday,min,tp_sfc,humid,press,rain,ws10_avg,ws10_std,wd10_avg,wd10_std
,,,,,°C,%,mb,mm,m/s,m/s,deg,deg
,,,,,tmo_aspira,hgr_aspira,bar_atmosf,plv_tipbuk,anm_sonico,teste2,anm_sonico,anm_sonico
110,2019-03-01 00:00:00,2019,60,0,21.15,89.3,899.63,0.0,0.0,0.0,0.0,0.0
110,2019-03-01 00:10:00,2019,60,10,21.43,89.3,899.94,0.0,0.0103,0.01863717909031419,0.0,0.056950758457538456
110,2019-03-01 00:20:00,2019,60,20,21.1,89.6,899.94,0.0,0.0,0.0,0.0,0.0
110,2019-03-01 00:30:00,2019,60,30,21.15,89.9,900.02,0.0,0.16399999999999998,0.18198351573700294,33.84,12.577200227660635
110,2019-03-01 00:40:00,2019,60,40,20.89,90.5,900.02,0.0,0.466,0.08353309390761114,196.75,1.920641374356204
110,2019-03-01 00:50:00,2019,60,50,21.02,90.4,899.86,0.0,0.5824,0.10955587108361142,172.0,1.4281347625486887
110,2019-03-01 01:00:00,2019,60,60,21.19,89.5,899.86,0.0,0.42090000000000005,0.0861928715794474,190.4,1.1569778111768418
110,2019-03-01 01:10:00,2019,60,70,21.09,88.7,899.86,0.0,0.44370000000000004,0.1729065579374529,187.3,3.114126515663029
110,2019-03-01 01:20:00,2019,60,80,21.33,86.9,899.95,0.0,0.46609999999999996,0.1595719621710252,162.25,2.8852079474450365
110,2019-03-01 01:30:00,2019,60,90,20.96,87.3,900.02,0.0,0.35629999999999995,0.21145687766329832,151.85,3.423425438553224
110,2019-03-01 01:40:00,2019,60,100,21.27,88.4,900.11,0.0,0.3924,0.08357192511045003,160.25,2.6379798668257077
110,2019-03-01 01:50:00,2019,60,110,21.37,90.1,900.18,0.0,0.375,0.11688455843266891,159.65,4.157110434745109
110,2019-03-01 02:00:00,2019,60,120,20.6,90.5,900.18,0.0,0.4684000000000001,0.18509649135278367,166.95,2.8612698055234143
110,2019-03-01 02:10:00,2019,60,130,21.12,90.9,900.18,0.0,0.2791,0.12332653134396239,155.5,5.592269256154726
110,2019-03-01 02:20:00,2019,60,140,20.88,91.0,900.26,0.0,0.4124999999999999,0.0752687776497592,168.55,4.6443330773463405
110,2019-03-01 02:30:00,2019,60,150,20.81,91.1,900.1,0.0,0.6557999999999999,0.15492564524814978,166.64999999999998,3.0189556693223127
110,2019-03-01 02:40:00,2019,60,160,21.24,91.2,900.11,0.0,0.9244,0.27766334531827086,172.55,2.022264956813413
110,2019-03-01 02:50:00,2019,60,170,21.24,91.2,899.78,0.0,0.8671000000000001,0.16712832727511448,175.89999999999998,3.1775932541609047
110,2019-03-01 03:00:00,2019,60,180,20.71,91.1,899.79,0.0,0.42160000000000003,0.1322667338709507,167.85000000000002,3.934593087813106
110,2019-03-01 03:10:00,2019,60,190,20.82,91.1,899.7,0.0,0.3856,0.1954892438075416,139.35,3.2828455289073024
110,2019-03-01 03:20:00,2019,60,200,20.94,91.2,899.47,0.0,0.40049999999999997,0.07027920507992863,165.5,3.936983780623041
110,2019-03-01 03:30:00,2019,60,210,20.94,91.4,899.39,0.0,0.18930000000000002,0.19944592695208838,166.9,5.587899037702413
110,2019-03-01 03:40:00,2019,60,220,20.6,91.4,899.24,0.0,0.1162,0.08647388815898897,94.2,6.533055031487523
110,2019-03-01 03:50:00,2019,60,230,20.63,91.4,899.16,0.0,0.0127,0.02071526543933778,86.9,0.10085390974628157
110,2019-03-01 04:00:00,2019,60,240,20.43,91.5,899.15,0.0,0.18660000000000002,0.07382742640028087,119.4,2.9270648628124234
110,2019-03-01 04:10:00,2019,60,250,20.51,92.0,899.08,0.0,0.3196,0.060709142639309294,200.75,2.966858797149305
110,2019-03-01 04:20:00,2019,60,260,20.4,91.9,898.77,0.0,0.28959999999999997,0.07359227012548408,202.4,1.0391513631591673
110,2019-03-01 04:30:00,2019,60,270,20.24,91.9,898.61,0.0,0.20929999999999999,0.06693620511767572,219.8,2.1860905770601344
110,2019-03-01 04:40:00,2019,60,280,20.17,91.8,898.45,0.0,0.4002,0.0681351597928705,228.95,1.825394033565843
110,2019-03-01 04:50:00,2019,60,290,20.58,91.9,898.22,0.0,0.3561000000000001,0.049938740250208356,231.3,1.8019530145557812
110,2019-03-01 05:00:00,2019,60,300,20.38,92.0,898.05,0.0,0.3516,0.06022218122179825,208.45,1.5706090962850476
110,2019-03-01 05:10:00,2019,60,310,20.12,92.2,897.66,0.0,0.33020000000000005,0.058966657245147165,203.89999999999998,1.920906177939059
110,2019-03-01 05:20:00,2019,60,320,20.12,92.1,897.43,0.0,0.09129999999999999,0.09090416198759364,174.55,3.2557775927316244
110,2019-03-01 05:30:00,2019,60,330,19.79,92.1,897.27,0.0,0.1071,0.08417765604825177,187.8,2.1922722889479056
