id,timestamp,year,jday,min,tp_sfc,humid,press,rain,ws10_avg,ws10_std,wd10_avg,wd10_std
,,,,,°C,%,mb,mm,m/s,m/s,deg,deg
,,,,,tmo_aspira,hgr_aspira,bar_atmosf,plv_tipbuk,anm_sonico,teste2,anm_sonico,anm_sonico
110,2019-01-01 00:00:00,2019,1,0,19.84,93.8,897.65,0.0,0.29830000000000007,0.11738734552279853,305.65,3.757412355745788
110,2019-01-01 00:10:00,2019,1,10,19.56,93.7,897.8,0.0,0.5498000000000001,0.027324388780395847,232.45,1.4453076412230643
110,2019-01-01 00:20:00,2019,1,20,19.36,93.6,898.04,0.0,0.2506,0.10661061027037703,238.39999999999998,2.8605502287341693
110,2019-01-01 00:30:00,2019,1,30,19.23,93.3,898.12,0.0,0.10840000000000001,0.11810936551443423,98.05,3.3086859509814808
110,2019-01-01 00:40:00,2019,1,40,19.54,93.2,898.44,0.0,0.0735,0.07770921581268352,88.7,0.8174874039124735
110,2019-01-01 00:50:00,2019,1,50,19.3,93.2,898.44,0.0,0.3801,0.08306148994035147,267.0,25.265197764909733
110,2019-01-01 01:00:00,2019,1,60,19.54,93.2,898.51,0.0,0.39039999999999997,0.06576929374715834,270.9,1.174577886353694
110,2019-01-01 01:10:00,2019,1,70,19.07,92.5,898.59,0.254,0.3088,0.34668871724742745,60.519999999999996,2.8682261184688116
110,2019-01-01 01:20:00,2019,1,80,19.35,92.5,898.83,0.0,0.3755,0.26929713040514286,47.265,1.6392571522220394
110,2019-01-01 01:30:00,2019,1,90,19.64,93.3,898.99,0.0,0.1092,0.12398100212891042,100.1,4.156171300340949
110,2019-01-01 01:40:00,2019,1,100,19.69,93.7,899.15,0.0,0.2474,0.049024257034429176,173.39999999999998,2.221505085396935
110,2019-01-01 01:50:00,2019,1,110,19.66,93.8,899.15,0.0,0.24890000000000004,0.06183571423987557,189.35,0.9375155346861074
110,2019-01-01 02:00:00,2019,1,120,19.45,93.8,899.23,0.254,0.3654,0.1055800907157953,172.85,1.8727539554831485
110,2019-01-01 02:10:00,2019,1,130,19.61,93.9,899.22,0.0,0.5758000000000001,0.030752777652324897,175.85000000000002,1.7799356292979935
110,2019-01-01 02:20:00,2019,1,140,20.0,94.1,898.83,0.254,0.38770000000000004,0.1337036939571147,193.89999999999998,1.7075585039595111
110,2019-01-01 02:30:00,2019,1,150,19.84,94.2,898.43,0.0,0.4152,0.09098571316421057,215.1,1.8091393564651428
110,2019-01-01 02:40:00,2019,1,160,19.84,94.1,898.2,0.254,0.28,0.11159848664844083,235.25,1.611457325252863
110,2019-01-01 02:50:00,2019,1,170,19.76,94.2,898.05,0.0,0.0092,0.02909295447354909,0.0,0.12048277885241525
110,2019-01-01 03:00:00,2019,1,180,19.79,94.1,898.05,0.0,0.19749999999999998,0.12043831985248254,343.2,0.26537438962090265
110,2019-01-01 03:10:00,2019,1,190,19.71,94.1,897.82,0.0,0.5166000000000001,0.05941604721509729,326.95000000000005,1.4336489148711102
110,2019-01-01 03:20:00,2019,1,200,19.51,94.1,897.65,0.0,0.5991000000000001,0.1450014942451744,296.4,1.3469296607882353
110,2019-01-01 03:30:00,2019,1,210,19.45,94.2,897.5,0.0,0.5122000000000001,0.027836027813688578,268.65,2.6245707903071183
110,2019-01-01 03:40:00,2019,1,220,19.59,94.1,897.42,0.0,0.38120000000000004,0.1379611861680266,230.95,2.669167346237816
110,2019-01-01 03:50:00,2019,1,230,19.38,93.7,897.42,0.0,0.0,0.0,0.0,0.0
110,2019-01-01 04:00:00,2019,1,240,19.76,93.7,897.18,0.0,0.23009999999999997,0.0948864233351291,210.3,0.520225805673737
110,2019-01-01 04:10:00,2019,1,250,19.74,93.6,897.27,0.0,0.28850000000000003,0.1265975688725674,210.2,1.3041526154727612
110,2019-01-01 04:20:00,2019,1,260,19.79,93.6,897.1,0.0,0.0417,0.025893156539046284,212.1,0.06663074031973197
110,2019-01-01 04:30:00,2019,1,270,19.56,93.5,897.02,0.0,0.0349,0.039326129283778294,212.25,0.07358902394001733
110,2019-01-01 04:40:00,2019,1,280,19.63,93.6,897.18,0.0,0.064,0.07685195002224876,157.1,0.7029703328653982
110,2019-01-01 04:50:00,2019,1,290,19.66,93.6,897.11,0.0,0.2191,0.048706490555389254,312.29999999999995,2.6091829393722303
110,2019-01-01 05:00:00,2019,1,300,19.63,93.9,897.11,0.0,0.1527,0.04905563734735853,281.45,0.161070722906982
110,2019-01-01 05:10:00,2019,1,310,19.32,94.0,897.03,0.0,0.29569999999999996,0.11022708882625501,287.8,0.6080159354636833
110,2019-01-01 05:20:00,2019,1,320,19.46,94.1,897.03,0.0,0.0606,0.04955401093756185,272.4,1.3221529580364157
110,2019-01-01 05:30:00,2019,1,330,19.41,94.0,897.11,0.0,0.11030000000000002,0.08498764616107449,309.29999999999995,5.062084247948995
