id,timestamp,year,jday,min,tp_sfc,humid,press,rain,ws10_avg,ws10_std,wd10_avg,wd10_std
,,,,,°C,%,mb,mm,m/s,m/s,deg,deg
,,,,,tmo_aspira,hgr_aspira,bar_atmosf,plv_tipbuk,anm_propel,anm_propel,anm_propel,anm_propel
110,2004-09-01 00:00:00,2004,245,0,23.16,67.26,906.87,0.0,1.0683,0.28197440782217564,183.35,3.918993086531822
110,2004-09-01 00:10:00,2004,245,10,23.16,68.68,906.93,0.0,1.2158000000000002,0.22890454099665405,184.14999999999998,7.042380148848397
110,2004-09-01 00:20:00,2004,245,20,23.29,66.74,906.99,0.0,0.9541000000000002,0.21453435363337245,181.0,5.2169294416451635
110,2004-09-01 00:30:00,2004,245,30,23.45,66.57,906.99,0.0,0.7156,0.18422522447627343,184.05,7.585935911106524
110,2004-09-01 00:40:00,2004,245,40,22.6,69.8,906.99,0.0,1.2686,0.41689652326579923,188.05,5.156582503348522
110,2004-09-01 00:50:00,2004,245,50,23.16,68.52,907.06,0.0,1.661,0.14788283650692302,175.55,1.0194194001952608
110,2004-09-01 01:00:00,2004,245,60,22.85,69.63,907.06,0.0,1.1346000000000003,0.2596348718232331,176.2,2.3981379430516068
110,2004-09-01 01:10:00,2004,245,70,22.91,68.32,907.18,0.0,1.4237,0.136071917259465,198.95,2.8293592500757057
110,2004-09-01 01:20:00,2004,245,80,21.87,72.5,907.12,0.0,0.35409999999999997,0.4130330764263587,155.95,4.072288184232196
110,2004-09-01 01:30:00,2004,245,90,21.58,73.7,907.06,0.0,-0.0249,0.00031622776601683816,154.4,0.016597891374338147
110,2004-09-01 01:40:00,2004,245,100,21.64,74.2,907.19,0.0,-0.024999999999999998,0.0,154.35000000000002,0.013836184407919484
110,2004-09-01 01:50:00,2004,245,110,21.95,73.0,907.19,0.0,-0.019899999999999998,0.015779381765103757,154.6,0.023165491187331976
110,2004-09-01 02:00:00,2004,245,120,21.69,72.6,907.31,0.0,0.3127,0.26770176191675193,154.75,0.015582361710637012
110,2004-09-01 02:10:00,2004,245,130,21.89,71.8,907.19,0.0,0.7744,0.1673188572755623,162.95,2.8613728096180258
110,2004-09-01 02:20:00,2004,245,140,21.87,72.4,907.19,0.0,0.6413,0.11965232040281452,149.14999999999998,2.096538250957294
110,2004-09-01 02:30:00,2004,245,150,21.7,73.5,907.2,0.0,1.0595999999999999,0.10994968546263933,165.85,3.1212608249315714
110,2004-09-01 02:40:00,2004,245,160,21.31,74.8,907.2,0.0,1.0128,0.12454878562234165,166.1,1.485001572581044
110,2004-09-01 02:50:00,2004,245,170,21.5,74.6,907.15,0.0,1.2049999999999998,0.10262986353342239,169.05,1.8777758457912934
110,2004-09-01 03:00:00,2004,245,180,21.79,73.0,907.15,0.0,1.2669,0.1096118910824307,155.75,1.4238845074376607
110,2004-09-01 03:10:00,2004,245,190,21.5,74.3,907.28,0.0,1.0716999999999999,0.17514631978244163,156.7,2.096854583100957
110,2004-09-01 03:20:00,2004,245,200,21.48,74.6,907.28,0.0,0.9812000000000001,0.19362552632451238,167.55,6.67764193806737
110,2004-09-01 03:30:00,2004,245,210,20.16,79.5,907.11,0.0,1.4439,0.18295199734720946,157.75,1.77413413099568
110,2004-09-01 03:40:00,2004,245,220,21.64,73.4,906.99,0.0,1.4,0.11438142817394406,174.0,2.9241430014860854
110,2004-09-01 03:50:00,2004,245,230,20.91,77.0,906.88,0.0,1.7457,0.33285534061777916,187.89999999999998,1.4028787202297173
110,2004-09-01 04:00:00,2004,245,240,20.87,77.1,906.75,0.0,1.7271,0.4571801128172085,187.0,2.69757746084269
110,2004-09-01 04:10:00,2004,245,250,21.34,74.7,906.69,0.0,1.4972,0.09916518206171632,172.45,2.9693206821325333
110,2004-09-01 04:20:00,2004,245,260,21.73,73.1,906.63,0.0,2.3568,0.5691367342056056,145.6,5.702862835755977
110,2004-09-01 04:30:00,2004,245,270,22.34,67.38,906.51,0.0,2.5595,0.4625521592209899,156.35000000000002,3.0818067715502377
110,2004-09-01 04:40:00,2004,245,280,21.95,69.42,906.4,0.0,2.4765,0.1695249899637874,166.5,2.3179449911799344
110,2004-09-01 04:50:00,2004,245,290,21.87,67.12,906.53,0.0,2.544400000000001,0.3276757204581657,159.05,2.502273067687365
110,2004-09-01 05:00:00,2004,245,300,21.94,66.43,906.41,0.0,2.8121,0.572660739200988,154.39999999999998,2.897665404258898
110,2004-09-01 05:10:00,2004,245,310,21.99,64.09,906.41,0.0,2.5186,0.365520998028841,164.7,2.6597023245699822
110,2004-09-01 05:20:00,2004,245,320,21.77,64.42,906.59,0.0,2.6878,0.6655370095728043,160.10000000000002,2.607699679752101
110,2004-09-01 05:30:00,2004,245,330,21.75,63.66,906.59,0.0,2.7864999999999998,0.7023926173365499,158.3,1.49027183550038
110,2004-09-01 05:40:00,2004,245,340,22.11,58.92,906.65,0.0,3.2866999999999997,0.31549011254096554,149.85,2.7631882143527253
110,2004-09-01 05:50:00,2004,245,350,21.8,59.09,906.66,0.0,3.7293,0.2956988144867832,148.75,2.000737353393365
110,2004-09-01 06:00:00,2004,245,360,21.9,57.93,906.59,0.0,3.4873,0.7571491926958651,150.25,2.9337858862572865
110,2004-09-01 06:10:00,2004,245,370,21.73,58.49,906.53,0.0,3.7629000000000006,0.3426940488411074,147.35,3.356631452483584
110,2004-09-01 06:20:00,2004,245,380,21.45,59.65,906.59,0.0,3.3551,0.976087365169965,150.75,1.838379662815128
110,2004-09-01 06:30:00,2004,245,390,21.53,58.16,906.59,0.0,3.2151000000000005,0.47957653774507736,142.65,3.2827879986138755
110,2004-09-01 06:40:00,2004,245,400,21.51,57.01,906.59,0.0,3.0580000000000003,0.3196393801353853,138.25,2.9101613224478933
110,2004-09-01 06:50:00,2004,245,410,21.12,59.65,906.53,0.0,2.8469,0.18307402874247353,140.14999999999998,3.204094867972769
110,2004-09-01 07:00:00,2004,245,420,21.31,58.16,906.53,0.0,3.2836,0.28356821636659707,141.6,2.7673685781962174
110,2004-09-01 07:10:00,2004,245,430,21.18,58.86,906.47,0.0,2.7935999999999996,0.4173839692390901,146.45,3.226017350678159
110,2004-09-01 07:20:00,2004,245,440,20.97,58.26,906.71,0.0,2.7336,0.3106413437461994,147.39999999999998,1.6964385971219744
110,2004-09-01 07:30:00,2004,245,450,20.79,59.25,906.78,0.0,3.467,0.24901717923781,137.1,0.6642135194139009
110,2004-09-01 07:40:00,2004,245,460,20.68,58.99,906.72,0.0,2.5458999999999996,0.7978039929149962,133.65,2.8145460347771145
110,2004-09-01 07:50:00,2004,245,470,20.4,60.7,907.02,0.0,0.6646000000000001,0.5795425782459819,144.7,11.064511147098786
110,2004-09-01 08:00:00,2004,245,480,19.77,63.3,907.02,0.0,2.1765999999999996,0.2803114141252348,169.45,1.95635033358242
110,2004-09-01 08:10:00,2004,245,490,20.26,60.6,907.08,0.0,1.9599,0.32441107324572693,171.10000000000002,1.3652597246641025
110,2004-09-01 08:20:00,2004,245,500,20.15,62.02,907.33,0.0,1.7290000000000003,0.3227654807372615,167.7,3.0681269425349162
110,2004-09-01 08:30:00,2004,245,510,19.97,63.2,907.39,0.0,1.9971000000000003,0.26631203502658296,163.9,3.3060339190227483
110,2004-09-01 08:40:00,2004,245,520,20.21,61.85,907.51,0.0,2.0104999999999995,0.3106510189192296,155.45,5.462996276991294
110,2004-09-01 08:50:00,2004,245,530,20.42,61.49,907.63,0.0,1.9316,0.4380066463219732,136.05,5.741730245763438
110,2004-09-01 09:00:00,2004,245,540,20.01,62.54,907.81,0.0,1.4684000000000001,0.5905955939181696,157.7,10.653329070876287
110,2004-09-01 09:10:00,2004,245,550,20.29,61.36,907.94,0.0,1.4909000000000003,0.8477795114297114,153.65,10.125245155627892
